CardNo,Sex,Major,Card_Count,Frequency,Most_Frequent_Place,Avg_Storage,Avg_Spending
183917,女,18会计,355.0,50,第五食堂,39.788000000000004,8.24
183918,女,18会计,485.0,31,第五食堂,35.17741935483871,3.31
183919,女,18会计,325.0,39,第五食堂,61.78717948717948,8.296666666666667
183920,女,18会计,217.0,51,第五食堂,52.98039215686274,11.186666666666667
183921,女,18会计,652.0,98,第五食堂,58.81020408163265,20.85666666666667
183922,女,18会计,508.0,31,第五食堂,101.17064516129032,6.6866666666666665
183923,女,18会计,614.0,51,第五食堂,72.64509803921568,5.623333333333333
183924,女,18会计,658.0,69,好利来食品店,76.868115942029,13.996666666666666
183925,女,18会计,424.0,62,第五食堂,142.4225806451613,10.743333333333334
183928,女,18会计,515.0,12,第五食堂,46.93333333333334,1.51
183929,女,18会计,573.0,43,第五食堂,51.223255813953486,5.459999999999999
183930,女,18会计,966.0,79,第五食堂,49.707594936708865,10.16
183932,女,18会计,355.0,34,第五食堂,47.48823529411764,5.576666666666667
183935,女,18会计,466.0,34,第五食堂,29.14,6.916666666666667
183938,男,18金融管理,208.0,37,第四食堂,101.26756756756755,8.526666666666667
183942,男,18金融管理,590.0,59,第五食堂,86.49152542372882,12.7
183943,男,18金融管理,258.0,1,水电缴费处,1.4,0.03333333333333333
183944,男,18金融管理,440.0,36,好利来食品店,92.20555555555556,7.176666666666667
183945,女,18金融管理,227.0,3,第一食堂,76.93333333333332,0.36666666666666664
183946,女,18金融管理,762.0,117,第五食堂,52.36837606837607,12.379999999999999
183949,女,18金融管理,550.0,100,第二食堂,45.364,7.27
183950,女,18金融管理,711.0,38,第五食堂,102.11842105263158,6.036666666666666
183952,女,18金融管理,577.0,85,第二食堂,71.13882352941177,7.9366666666666665
183953,女,18金融管理,702.0,79,第五食堂,58.983544303797466,9.25
183954,女,18金融管理,784.0,94,第五食堂,133.128085106383,14.613333333333333
183955,女,18金融管理,71.0,1,第四食堂,152.6,0.3
183956,女,18金融管理,857.0,59,第三食堂,104.38135593220339,6.95
183957,女,18金融管理,768.0,75,第五食堂,46.904,11.906666666666666
183960,女,18金融管理,423.0,35,第五食堂,52.37428571428571,5.79
183961,女,18金融管理,104.0,10,第二食堂,57.85,1.63
183965,女,18金融管理,485.0,40,第五食堂,49.6275,6.64
183967,女,18金融管理,525.0,72,第五食堂,50.02222222222222,16.513333333333332
183968,男,18审计,754.0,93,好利来食品店,50.35698924731182,12.110000000000001
183969,男,18审计,441.0,36,第四食堂,43.855555555555554,7.826666666666667
183971,男,18审计,707.0,75,第五食堂,57.645333333333326,5.703333333333333
183973,男,18审计,721.0,115,第五食堂,48.95565217391304,7.22
183975,男,18审计,421.0,24,第五食堂,99.86666666666667,5.633333333333334
183978,男,18审计,692.0,91,第五食堂,40.68131868131868,12.610000000000001
183979,女,18审计,765.0,120,第二食堂,134.435,15.16
183980,女,18审计,605.0,92,第五食堂,48.05347826086957,6.739999999999999
183981,男,18工商企管,389.0,2,水电缴费处,1.6,0.043333333333333335
183982,男,18工商企管,301.0,1,水电缴费处,4.3,0.06333333333333332
183987,男,18工商企管,707.0,71,第四食堂,51.4943661971831,12.843333333333334
183988,男,18工商企管,476.0,39,第二食堂,58.80769230769231,4.97
183989,女,18工商企管,468.0,91,第二食堂,80.45164835164834,10.616666666666667
183991,女,18工商企管,253.0,3,第二食堂,4.1,0.2
183992,女,18工商企管,669.0,78,第二食堂,51.18076923076923,7.816666666666666
183993,女,18工商企管,134.0,1,第二食堂,0.0,0.07333333333333333
183994,女,18工商企管,646.0,72,第二食堂,34.333333333333336,5.543333333333334
183996,女,18工商企管,151.0,39,第二食堂,62.26410256410257,6.583333333333333
183997,女,18工商企管,820.0,98,第二食堂,52.05632653061224,12.246666666666666
183998,女,18工商企管,1005.0,133,第二食堂,101.77969924812031,8.856666666666666
183999,女,18工商企管,816.0,130,第二食堂,86.47,15.5
184000,女,18工商企管,559.0,78,第二食堂,58.64102564102564,13.543333333333333
184001,男,18连锁经营,861.0,76,第一食堂,43.26315789473684,10.993333333333334
184002,男,18连锁经营,622.0,68,第二食堂,71.4514705882353,9.610000000000001
184003,男,18连锁经营,199.0,45,第二食堂,55.34888888888889,3.36
184005,男,18连锁经营,344.0,55,第二食堂,156.13454545454545,9.996666666666666
184006,男,18连锁经营,246.0,38,第二食堂,42.171052631578945,3.32
184007,男,18连锁经营,702.0,104,第二食堂,65.59903846153847,8.333333333333334
184008,男,18连锁经营,636.0,76,第四食堂,118.47894736842105,12.066666666666666
184009,女,18连锁经营,810.0,75,第二食堂,85.12,8.02
184012,女,18连锁经营,661.0,117,第二食堂,115.6454700854701,10.196666666666665
184013,女,18连锁经营,356.0,70,第五食堂,51.8,5.6899999999999995
184014,女,18连锁经营,898.0,94,第二食堂,60.024468085106385,13.216666666666667
184015,女,18连锁经营,649.0,99,第二食堂,42.50949494949494,11.093333333333334
184016,女,18连锁经营,413.0,9,第二食堂,20.244444444444444,0.9266666666666666
184018,女,18连锁经营,730.0,109,第二食堂,45.90642201834863,6.2733333333333325
184021,女,18连锁经营,719.0,24,第二食堂,64.99166666666666,2.48
184023,女,18连锁经营,526.0,60,第二食堂,118.61166666666666,6.3933333333333335
184024,女,18连锁经营,869.0,161,第二食堂,193.183850931677,18.34333333333333
184025,女,18连锁经营,597.0,70,第一食堂,169.05714285714285,10.356666666666666
184026,女,18连锁经营,235.0,40,第二食堂,125.42999999999999,5.9366666666666665
184027,女,18连锁经营,660.0,98,第二食堂,123.65714285714286,23.223333333333336
184028,女,18连锁经营,771.0,166,第二食堂,83.87228915662651,13.753333333333334
184030,女,18连锁经营,785.0,96,第二食堂,82.15583333333333,10.223333333333333
184033,女,18连锁经营,596.0,93,第二食堂,52.9505376344086,9.136666666666667
184034,女,18连锁经营,1027.0,156,第二食堂,239.92923076923077,16.433333333333334
184035,女,18连锁经营,757.0,67,第二食堂,34.83582089552239,6.276666666666667
184036,女,18连锁经营,947.0,148,第二食堂,78.10743243243243,14.693333333333333
184038,女,18连锁经营,776.0,105,第二食堂,65.01142857142857,9.639999999999999
184039,女,18连锁经营,567.0,44,第二食堂,49.81909090909091,3.42
184040,女,18连锁经营,857.0,60,第二食堂,59.79666666666667,8.606666666666666
184042,女,18连锁经营,881.0,132,第二食堂,88.93863636363636,11.613333333333333
184043,女,18连锁经营,820.0,185,第二食堂,94.19027027027028,19.029999999999998
184044,女,18连锁经营,775.0,87,第二食堂,57.29183908045977,6.989999999999999
184045,男,18市场营销,451.0,7,第一食堂,21.285714285714285,0.8833333333333333
184046,男,18市场营销,97.0,3,好利来食品店,15.800000000000002,6.933333333333334
184048,男,18市场营销,258.0,3,第一食堂,3.1666666666666665,0.19666666666666668
184049,男,18市场营销,346.0,20,第四食堂,97.35,4.1466666666666665
184050,男,18市场营销,469.0,36,第二食堂,36.84722222222222,5.03
184052,男,18市场营销,342.0,38,第四食堂,105.5078947368421,19.133333333333333
184055,女,18市场营销,637.0,126,第五食堂,60.62222222222223,13.3
184059,女,18市场营销,710.0,72,第二食堂,48.18083333333333,8.006666666666666
184062,女,18市场营销,437.0,66,第二食堂,74.39696969696969,10.426666666666668
184066,男,18电气自动化,335.0,15,第二食堂,41.766666666666666,3.35
184068,男,18电气自动化,605.0,59,第二食堂,193.5677966101695,11.09
184070,男,18电气自动化,402.0,17,第二食堂,37.39411764705883,2.7866666666666666
184071,男,18电气自动化,962.0,135,第二食堂,94.48444444444443,15.883333333333333
184073,男,18电气自动化,916.0,88,第二食堂,43.16022727272727,15.123333333333333
184074,男,18电气自动化,742.0,46,第二食堂,38.13913043478261,4.443333333333333
184075,男,18电气自动化,679.0,88,第四食堂,83.6590909090909,21.176666666666666
184076,男,18电气自动化,899.0,84,第二食堂,78.65595238095239,12.676666666666668
184077,男,18电气自动化,646.0,69,第四食堂,99.28260869565217,14.826666666666666
184078,男,18电气自动化,633.0,40,第二食堂,41.302499999999995,5.569999999999999
184079,男,18电气自动化,775.0,89,第一食堂,44.241573033707866,9.116666666666667
184080,男,18电气自动化,354.0,11,第四食堂,44.09090909090909,2.4166666666666665
184082,女,18电气自动化,545.0,30,第二食堂,34.92333333333333,4.33
184083,男,18工业机器人,760.0,114,第一食堂,196.79210526315788,16.37666666666667
184084,男,18工业机器人,833.0,161,第二食堂,104.10496894409938,19.85
184086,男,18工业机器人,823.0,106,第二食堂,54.005660377358495,15.043333333333333
184087,男,18工业机器人,941.0,177,第二食堂,95.71073446327684,16.616666666666667
184092,男,18工业机器人,118.0,8,第二食堂,21.325,1.5666666666666667
184093,男,18工业机器人,617.0,82,第二食堂,61.453658536585365,16.903333333333332
184094,男,18工业机器人,567.0,47,第二食堂,82.26595744680851,7.6033333333333335
184096,男,18工业机器人,791.0,88,第二食堂,264.4613636363636,9.986666666666668
184097,男,18工业机器人,469.0,82,第二食堂,69.28292682926829,10.610000000000001
184098,男,18工业机器人,757.0,103,第四食堂,148.85339805825242,18.32
184099,男,18工业机器人,774.0,97,第二食堂,131.3360824742268,9.666666666666666
184100,男,18工业机器人,803.0,128,第四食堂,139.9890625,23.36
184102,女,18工业机器人,447.0,16,第四食堂,44.62625,3.15
184104,男,18汽车检测,1003.0,132,第二食堂,55.385,14.868666666666666
184105,男,18汽车检测,620.0,83,第二食堂,40.9855421686747,7.6066666666666665
184106,男,18汽车检测,571.0,38,第二食堂,25.11315789473684,6.383333333333334
184107,男,18汽车检测,543.0,50,第四食堂,56.623999999999995,8.403333333333332
184108,男,18工程造价,350.0,44,第二食堂,28.70909090909091,5.08
184109,男,18工程造价,745.0,107,第四食堂,134.8044859813084,28.266666666666666
184110,男,18工程造价,304.0,25,第二食堂,43.98,3.1300000000000003
184117,男,18工程造价,498.0,63,好利来食品店,56.0,13.32
184118,男,18工程造价,517.0,28,第二食堂,83.625,4.673333333333333
184119,男,18工程造价,620.0,111,第一食堂,137.6717117117117,16.872
184123,男,18工程造价,431.0,48,第二食堂,105.64999999999999,17.986666666666668
184124,男,18工程造价,435.0,62,第一食堂,80.86451612903227,8.3
184126,男,18工程造价,295.0,35,第四食堂,63.36714285714285,7.193333333333333
184127,男,18工程造价,357.0,1,水电缴费处,2.3,0.013333333333333334
184128,男,18工程造价,833.0,62,第四食堂,44.21451612903226,7.6466666666666665
184129,男,18工程造价,398.0,18,第四食堂,116.22222222222223,4.003333333333333
184130,男,18工程造价,242.0,22,第二食堂,57.49545454545455,3.2933333333333334
184133,女,18工程造价,481.0,62,第二食堂,50.148387096774194,7.069999999999999
184134,女,18工程造价,844.0,110,第二食堂,47.77090909090909,12.91
184135,女,18工程造价,508.0,92,第五食堂,45.93478260869565,16.953333333333333
184136,女,18工程造价,601.0,68,第二食堂,45.49852941176471,10.923333333333334
184137,女,18工程造价,311.0,74,第五食堂,57.66891891891892,9.610000000000001
184138,女,18工程造价,646.0,76,第二食堂,44.863157894736844,13.883333333333333
184140,女,18工程造价,834.0,112,第二食堂,89.24553571428571,10.67
184141,女,18工程造价,599.0,91,第二食堂,62.15274725274725,14.003333333333334
184142,女,18工程造价,952.0,150,第二食堂,51.5234,9.870000000000001
184143,女,18工程造价,374.0,20,第二食堂,36.2,3.4066666666666667
184145,女,18工程造价,587.0,26,第二食堂,47.69230769230769,4.6066666666666665
184146,女,18工程造价,803.0,114,第二食堂,105.08157894736841,13.996666666666666
184147,女,18工程造价,60.0,1,第五食堂,1.0,0.1
184149,男,18社会工作,650.0,95,第五食堂,68.77263157894737,8.57
184151,女,18社会工作,551.0,65,第一食堂,85.1246153846154,9.870000000000001
184152,女,18社会工作,673.0,55,第五食堂,77.71272727272726,12.543333333333333
184153,女,18社会工作,392.0,36,第五食堂,41.422222222222224,4.6899999999999995
184155,女,18社会工作,822.0,89,第五食堂,83.62696629213484,9.266666666666667
184156,女,18社会工作,552.0,27,好利来食品店,116.49259259259259,4.0
184157,女,18社会工作,458.0,52,第五食堂,114.5326923076923,8.273333333333333
184158,女,18社会工作,537.0,55,第五食堂,50.093636363636364,9.626666666666667
184159,女,18社会工作,502.0,34,第五食堂,106.7735294117647,6.296666666666667
184160,女,18社会工作,683.0,97,第五食堂,52.25567010309278,14.253333333333334
184161,男,18国际商务,251.0,24,第二食堂,22.595833333333335,2.85
184162,男,18国际商务,22.0,9,第一食堂,12.31111111111111,0.8133333333333332
184163,男,18国际商务,365.0,30,第一食堂,54.82666666666667,4.073333333333333
184165,男,18国际商务,446.0,3,第一食堂,1.7,0.13666666666666666
184167,男,18国际商务,457.0,50,第二食堂,116.09800000000001,8.42
184169,男,18国际商务,752.0,130,第一食堂,75.99538461538461,17.14333333333333
184170,男,18国际商务,688.0,72,第一食堂,46.84444444444445,10.3
184171,男,18国际商务,563.0,36,第一食堂,44.68611111111111,3.4366666666666665
184173,女,18国际商务,632.0,10,好利来食品店,19.64,1.6433333333333333
184174,女,18国际商务,272.0,22,第三食堂,52.50909090909091,3.5366666666666666
184176,女,18国际商务,716.0,158,第二食堂,47.47278481012658,15.523333333333333
184178,女,18国际商务,312.0,64,第五食堂,50.3546875,11.16
184179,女,18国际商务,984.0,177,第五食堂,92.58022598870058,19.970000000000002
184180,女,18国际商务,254.0,35,第四食堂,64.10285714285715,4.34
184181,女,18国际商务,587.0,97,第五食堂,53.37298969072165,6.010000000000001
184182,女,18国际商务,279.0,54,第五食堂,104.15925925925927,9.243333333333334
184184,女,18国际商务,642.0,64,第三食堂,124.859375,6.48
184187,女,18国际商务,347.0,58,好利来食品店,59.449999999999996,9.123333333333333
184188,女,18国际商务,785.0,94,第五食堂,56.94787234042553,7.193333333333333
184189,女,18国际商务,714.0,83,第五食堂,37.71325301204819,11.780000000000001
184190,女,18国际商务,816.0,95,第三食堂,90.88000000000001,12.129999999999999
184191,女,18国际商务,949.0,117,第三食堂,56.15384615384615,11.85
184192,女,18国际商务,743.0,149,第二食堂,54.20134228187919,14.463333333333333
184194,女,18国际商务,252.0,12,第五食堂,63.23333333333333,2.2666666666666666
184195,女,18国际商务,697.0,94,第二食堂,110.32765957446807,9.32
184196,男,18国贸实务,738.0,86,第二食堂,54.217441860465115,12.91
184198,男,18国贸实务,730.0,83,第二食堂,48.14578313253012,10.586666666666668
184199,男,18国贸实务,586.0,30,第一食堂,35.9,4.846666666666667
184201,男,18国贸实务,846.0,61,第二食堂,72.07377049180327,8.376666666666667
184203,女,18国贸实务,323.0,28,第五食堂,21.210714285714285,2.7766666666666664
184204,女,18国贸实务,287.0,14,第五食堂,43.42857142857143,2.9699999999999998
184206,女,18国贸实务,303.0,34,第五食堂,30.71470588235294,4.966666666666667
184207,女,18国贸实务,658.0,91,第五食堂,78.72725274725275,12.226666666666667
184208,女,18国贸实务,318.0,20,好利来食品店,38.34,3.6366666666666663
184209,女,18国贸实务,409.0,77,第五食堂,112.85194805194806,6.6033333333333335
184210,女,18国贸实务,497.0,35,第五食堂,19.071428571428573,2.03
184211,女,18国贸实务,448.0,107,第五食堂,64.61588785046729,12.41
184213,女,18国贸实务,599.0,93,第五食堂,56.86989247311828,5.89
184214,女,18国贸实务,289.0,46,第五食堂,29.59130434782609,5.733333333333333
184215,女,18国贸实务,797.0,102,第五食堂,42.85980392156863,8.04
184217,女,18国贸实务,212.0,36,第三食堂,45.702777777777776,5.473333333333333
184218,女,18国贸实务,426.0,22,第五食堂,105.20454545454545,1.3900000000000001
184219,女,18国贸实务,188.0,10,第三食堂,28.53,2.21
184222,女,18国贸实务,585.0,102,第五食堂,55.63725490196079,10.263333333333332
184224,女,18国贸实务,607.0,84,第五食堂,94.20119047619048,7.576666666666667
184226,男,18商务日语,398.0,4,第四食堂,15.725000000000001,0.9566666666666667
184227,女,18商务日语,428.0,74,第五食堂,265.59054054054053,15.533333333333333
184229,女,18商务日语,556.0,53,第三食堂,55.301886792452834,8.553333333333335
